Row.names	X1	X2	cluster	uncertainty	1	2	3	4	5	6	group	set	method	cutoff	ontology	ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	depth	ic	partition	level3	loci	rank	term_fil	clusterrank
interspecies interaction between organisms	0.198712877731971	-0.0659960797367691	3	0.190115866797726	1.71230539553823e-96	1.83674980858952e-13	0.809884133202274	4.17568205416283e-42	0	0.190115866797543	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0044419	40819	47	3682	21	465	30	1	false	8.28799732127305e-17	2.19879331918848e-15	1.22304181079341e-65	2	3.43520576523794	biological_process	interspecies interaction between organisms	P08960,P08995,P04670,P04671,P04672,P16313,P08863,P04144,P04145,P02236,P02235	1	interspecies interaction between organisms	3
intracellular protein transport	0.48414775616247	-0.42636413836118	6	0	0	1.38543112435495e-82	3.21689456459258e-25	3.51626636623881e-171	3.46006489735608e-21	1	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006886	40819	972	3682	287	1521	378	3	false	7.1282378431659e-09	1.05148902624294e-07	0	21	5.22431622629442	biological_process	establishment of localization	Q43463	15		8
intracellular sequestering of iron ion	0.326073345739556	-0.234028708554355	6	1.78214887769368e-06	3.96515240929864e-211	2.09067365131408e-36	1.78214887767229e-06	6.47346610302689e-88	9.79594664211834e-121	0.999998217851122	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006880	40819	38	3682	14	83	17	2	false	0.000753542921810449	0.00432769804044612	1.5857241660265e-24	30	10.7537453138058	biological_process	single-organism process	Q948P5,Q948P6,P16313,P19976	7		17
intracellular signal transduction	0.171868691017048	0.00743849033296251	3	0.0619068762253554	3.75281478454914e-73	3.70435032269261e-09	0.938093123774645	1.70107346998729e-29	0	0.0619068725210052	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0035556	40819	786	3682	132	19419	2484	2	false	0.000553448199070104	0.00330673671881381	0	16	4.55730118601132	biological_process	biological regulation	Q43463	1	intracellular signal transduction	6
intracellular transport	0.473012896266158	-0.412558839425444	6	0	0	1.200526655862e-78	1.79494761379446e-23	3.47205464322193e-164	1.76562369599713e-17	1	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0046907	40819	1202	3682	336	20774	2635	4	false	1.43175298003086e-48	1.33944259052887e-46	0	10	4.39071721026538	biological_process	establishment of localization	Q43463	12		7
ion homeostasis	0.198834861558906	-0.0539482088780025	3	0.126958494876028	5.80120812531904e-94	5.34998350483034e-13	0.873041505123972	4.48350523723261e-40	0	0.126958494875493	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0050801	40819	401	3682	58	502	64	1	false	0.0122576790379715	0.0487427840939472	7.88739517977953e-109	5	5.32002331025161	biological_process	regulation of biological quality	Q948P5,Q948P6,P16313,P19976	3		8
ion transmembrane transport	0.450425807780138	-0.414973147794954	5	0.00166169167453367	0	1.1895001758234e-78	1.75945321345151e-25	3.97117929210472e-164	0.998338308325466	0.00166169167453376	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0034220	40819	1477	3682	233	3274	399	2	false	9.34053521138037e-09	1.3073071919865e-07	0	6	3.65619646319105	biological_process	establishment of localization	P16313	5		7
localization	0.448169845955884	-0.420836126367707	5	0.0706039623485809	0	1.23334809172905e-77	2.93733325630736e-24	3.15823884606361e-164	0.929396037651419	0.070603962348581	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051179	40819	5087	3682	774	29947	3141	1	false	4.65103919423729e-31	2.46782751276322e-29	0	1	2.12215258208111	biological_process	localization	P08995,Q43463,Q948P5,Q948P6,P16313,P19976,P02236,P02235	1	localization	1
macromolecular complex assembly	0.318615013917129	0.462314483480845	4	0	1.09784255885326e-143	5.12872746996846e-21	6.17291788974854e-53	1	0	1.51830125622954e-61	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0065003	40819	2095	3682	556	2435	593	2	false	1.80585695013842e-11	3.39673093002226e-10	0	7	4.5862288229175	biological_process	cellular component organization or biogenesis	Q00423,P0CG89,P50346,Q10370,Q39836,O22518	5		7
macromolecular complex disassembly	0.266258818955514	0.399219889321645	4	2.22044604925031e-16	2.46187444003255e-114	1.29672000092071e-16	3.10396665957279e-36	1	0	4.10730010229588e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0032984	40819	1257	3682	422	2204	574	2	false	2.69234026580069e-21	8.780981325616e-20	0	8	6.00015512269948	biological_process	cellular component organization or biogenesis	P50346,Q39836,O22518	11		15
macromolecular complex subunit organization	0.305216614702724	0.443251639573862	4	0	2.74945917439588e-135	7.62189527371885e-20	5.45659784123567e-48	1	0	1.31156899892772e-55	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0043933	40819	2200	3682	574	5315	913	1	false	5.76778075119788e-47	5.00108794402646e-45	0	4	4.28139901930494	biological_process	cellular component organization or biogenesis	Q00423,P0CG89,P50346,Q10370,Q39836,O22518	4		6
macromolecule biosynthetic process	-0.310795841059277	-0.103412649241011	2	0.000771308176046981	0.000771308176047137	0.999228691823953	6.84426016816252e-62	1.06724358797757e-67	0	2.57541667640634e-61	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009059	40819	6103	3682	631	16769	1616	2	false	0.0108339759721875	0.0436675562144292	0	6	3.1978402201945	biological_process	organic substance metabolic process	Q00423,P50346,Q10370,Q39836,O22518	4		10
macromolecule localization	0.443989803182828	-0.406849304795897	5	0.00179848209554978	0	2.13991917391667e-76	1.77941044321977e-24	3.95672734329347e-160	0.99820151790445	0.00179848209554989	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0033036	40819	1618	3682	371	5087	774	1	false	1.65546373943065e-24	6.39692781921302e-23	0	2	3.53410327367511	biological_process	macromolecule localization	Q43463	1	macromolecule localization	5
mitochondrial fission	0.282393377930562	0.342944467813236	4	7.99360577730113e-14	3.33313990178762e-108	7.99820490541683e-14	4.24606610883934e-29	0.99999999999992	0	1.15349280802762e-35	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0000266	40819	29	3682	19	1109	165	2	false	3.86470543700775e-10	6.73481756302086e-09	6.36644545885239e-58	7	8.4511602208118	biological_process	cellular component organization or biogenesis	Q39821,Q39828	21		26
mitochondrion organization	0.289542642769398	0.389088899335539	4	0	5.13676693628998e-119	1.02182375092589e-16	2.59334183412206e-37	1	0	4.01730022655525e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0007005	40819	281	3682	77	3270	485	1	false	7.5054208165207e-09	1.09351520502996e-07	0	5	5.87094339121947	biological_process	cellular component organization or biogenesis	Q39821,Q39828	10		14
negative regulation of biosynthetic process	-0.224092835752474	-0.0500484010384348	2	0.0155732619686987	0.0155732619686987	0.984426738031301	1.6699901432367e-39	9.32217462024155e-53	0	1.83794806533165e-36	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009890	40819	363	3682	65	8648	991	3	false	0.000139435998407125	0.000970048873458569	0	9	4.4584793123662	biological_process	regulation of biological process	Q00423,Q10370	6		28
negative regulation of cellular biosynthetic process	-0.204754170095182	0.0437625139802041	1	0.210676586891432	0.789323413108568	0.210676586891432	8.6755728490003e-30	1.72083433189332e-41	0	2.76042660884255e-22	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0031327	40819	359	3682	65	8103	926	4	false	8.96025510294174e-05	0.000652739895306514	0	18	4.53913721538365	biological_process	regulation of biological process	Q00423,Q10370	7		8
negative regulation of cellular macromolecule biosynthetic process	-0.218733449569469	0.0388753896663043	1	0.0686801788473924	0.931319821152608	0.0686801788473924	1.08169094341274e-32	8.86356159352762e-44	0	3.81812608902208e-25	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:2000113	40819	318	3682	61	6024	621	4	false	7.4730111998263e-07	8.1271580566067e-06	0	30	5.14061720741778	biological_process	regulation of biological process	Q00423,Q10370	11		17
negative regulation of cellular metabolic process	-0.160221447520519	0.049528422941592	2	0.0106832788676877	0.0106832788676868	0.989316721132312	1.3448462719649e-22	2.91564900943063e-36	0	7.77320805535685e-16	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0031324	40819	579	3682	75	18128	1864	4	false	0.0211762817392022	0.076505773966325	0	12	3.84299452584391	biological_process	regulation of biological process	Q00423,Q10370	3		22
negative regulation of chromatin organization	0.227951764407145	0.403856112909418	4	1.33226762955019e-15	8.20929540138476e-105	1.34828228029607e-15	1.42679209051979e-32	0.999999999999999	0	2.48946720239944e-34	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1905268	40819	36	3682	14	539	82	3	false	0.000280342232040544	0.00183201587298554	5.65565566954626e-57	19	6.8417223083777	biological_process	regulation of biological process	Q00423,Q10370	30		21
negative regulation of chromatin silencing	-0.0906438324262195	0.306441048794656	6	7.39031058571982e-11	3.79795539991936e-38	7.39032514827593e-11	5.10076299852545e-18	3.90618092441448e-20	0	0.999999999926097	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0031936	40819	32	3682	14	951	78	7	false	2.83935713010154e-08	3.78049235861835e-07	2.22560119937259e-60	102	8.80783516475053	biological_process	regulation of biological process	Q00423,Q10370	35		14
negative regulation of chromosome organization	0.224017171998294	0.408375280165675	4	1.11022302462516e-15	8.76497587628927e-105	1.11136032898186e-15	9.25814451990626e-33	0.999999999999999	0	4.06371986076228e-34	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:2001251	40819	67	3682	14	1171	109	3	false	0.00227737811803281	0.0113868905901641	6.37705468042222e-111	16	6.00881318544259	biological_process	regulation of biological process	Q00423,Q10370	26		16
negative regulation of DNA metabolic process	-0.233647668912357	0.0353678171260569	1	0.0237710467164864	0.976228953283514	0.0237710467164864	1.0602040870048e-35	5.05493432457524e-46	0	4.97068773645527e-28	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051053	40819	57	3682	14	1798	123	4	false	1.45994643009671e-05	0.0001235740371189	2.98082745904516e-109	33	6.31109405731553	biological_process	regulation of biological process	Q00423,Q10370	27		44
negative regulation of gene expression	-0.228416375695285	-0.0474329859453369	2	0.0385666507953482	0.0385666507953482	0.961433349204652	4.65357509926989e-40	7.20843737653404e-53	0	7.45704930611968e-37	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0010629	40819	471	3682	78	6726	764	3	false	0.000284201557044032	0.00185382850512208	0	13	4.81620910872342	biological_process	regulation of biological process	Q00423,Q10370	8		32
negative regulation of gene expression, epigenetic	-0.187607763783467	-0.0344371734841504	2	0.000830805305341076	0.00083080530534098	0.999169194694659	4.65298663880603e-32	1.17846128945415e-47	0	1.21210944663107e-28	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0045814	40819	79	3682	36	481	78	2	false	4.41458868127596e-12	8.48316906050597e-11	1.02105393797351e-92	15	6.88254430289795	biological_process	regulation of biological process	Q00423,Q10370	31		48
negative regulation of gene silencing	-0.119834361986349	0.0442821021157601	2	3.66123084416525e-06	3.66122716123514e-06	0.999996338769156	9.5180478873377e-18	1.89805881169744e-33	0	3.6829062561061e-12	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0060969	40819	33	3682	14	1697	146	5	false	1.30059156865869e-07	1.59692650660731e-06	3.12738300711294e-70	25	7.92053196974963	biological_process	regulation of biological process	Q00423,Q10370	33		50
negative regulation of macromolecule biosynthetic process	-0.263458590956855	-0.0539940758223302	2	0.291570176349357	0.291570176349357	0.708429823650643	3.22155430621183e-47	3.89119049169064e-57	0	4.5019158652098e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0010558	40819	346	3682	62	6459	655	4	false	3.97856443889365e-06	3.8916742840578e-05	0	17	4.93366238345348	biological_process	regulation of biological process	Q00423,Q10370	9		33
negative regulation of macromolecule metabolic process	-0.230858474197792	-0.0574118599873789	2	0.010743536280984	0.010743536280984	0.989256463719016	2.38387014843193e-41	3.03382412737282e-54	0	1.30052055484054e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0010605	40819	711	3682	87	14956	1309	3	false	0.000795554063884379	0.00455425877151203	0	10	4.04200491874967	biological_process	regulation of biological process	Q00423,Q10370	4		24
negative regulation of metabolic process	-0.172107805024592	-0.0523988434494638	2	2.20796548933144e-06	2.20796548940627e-06	0.999997792034511	8.32444596730337e-31	2.11750779635771e-48	0	2.7307746811151e-28	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009892	40819	755	3682	92	22228	2191	3	false	0.0190883309966089	0.0698138031820416	0	6	3.64386585073357	biological_process	regulation of biological process	Q00423,Q10370	2		19
negative regulation of nitrogen compound metabolic process	-0.239417904151092	-0.0511625890979009	2	0.0713246124136061	0.071324612413606	0.928675387586394	2.22870884605586e-42	2.35287642450622e-54	0	2.86938071468356e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051172	40819	544	3682	73	16041	1609	3	false	0.00597561674886581	0.0262263179533555	0	9	4.07038436803957	biological_process	regulation of biological process	Q00423,Q10370	5		25
negative regulation of nucleic acid-templated transcription	-0.285657465614564	0.0316332476705315	1	0.00508277755503839	0.994917222444962	0.00508277755503849	3.64807246184424e-45	2.56088742452756e-52	0	1.20914903801407e-36	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1903507	40819	259	3682	52	3889	132	3	false	9.13633882343043e-29	4.16406211760195e-27	0	54	5.67857149857202	biological_process	regulation of biological process	Q00423,Q10370	21		31
negative regulation of nucleobase-containing compound metabolic process	-0.251606151263764	0.0392281943253249	1	0.00965576435660032	0.9903442356434	0.00965576435660029	1.3425534231357e-38	8.55752595152255e-48	0	2.56181592084898e-30	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0045934	40819	291	3682	52	8045	626	4	false	7.98519395796908e-09	1.14465179518468e-07	0	25	4.96378514290859	biological_process	regulation of biological process	Q00423,Q10370	10		15
negative regulation of RNA biosynthetic process	-0.285798129959308	0.0316074976225029	1	0.00508531483295493	0.994914685167045	0.00508531483295498	3.4345464571143e-45	2.46189427107745e-52	0	1.14149271001655e-36	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1902679	40819	259	3682	52	4012	147	5	false	9.85829710748529e-27	4.12308779024826e-25	0	51	5.66614897857346	biological_process	regulation of biological process	Q00423,Q10370	20		30
negative regulation of RNA metabolic process	-0.250866611478708	0.0377937276325791	1	0.0097822322665293	0.990217767733471	0.0097822322665293	1.35084325346917e-38	7.38879370755419e-48	0	2.0387407385472e-30	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0051253	40819	262	3682	52	6231	379	4	false	6.66209599815843e-15	1.57891675156355e-13	0	33	5.46044048908135	biological_process	regulation of biological process	Q00423,Q10370	15		23
negative regulation of transcription, DNA-templated	-0.292301584589769	0.0305147042946631	1	0.00536038024815033	0.99463961975185	0.00536038024815029	2.18239139478742e-46	4.15983325564996e-53	0	8.3285660931541e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0045892	40819	231	3682	51	4120	158	5	false	4.24391703057149e-27	1.81772590887731e-25	0	63	5.69749950845754	biological_process	regulation of biological process	Q00423,Q10370	22		32
nitrogen compound transport	0.45193726231784	-0.418355678191337	5	0.00248392210407211	0	3.0543536407602e-79	1.15146797640684e-25	2.00872473921739e-165	0.997516077895928	0.00248392210407218	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0071705	40819	1784	3682	363	4864	742	1	false	8.26949167842804e-14	1.79256359248852e-12	0	4	3.36541745422874	biological_process	establishment of localization	Q43463	4		4
nodulation	0.198172855024264	-0.0509534648324647	3	0.116464940893545	4.34575214680852e-93	7.70972000200586e-13	0.883535059106455	1.50282264479782e-39	0	0.116464940892774	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009877	40819	29	3682	19	41	21	1	false	0.00537457205435179	0.0239131459990246	1.2660383446654e-10	4	10.0605981332459	biological_process	interspecies interaction between organisms	P08960,P08995,P04670,P16313,P04145,P02236,P02235	3		26
nucleobase metabolic process	-0.229808621435696	-0.0148582699847155	1	0.281202349419293	0.718797650580707	0.281202349419293	4.39200244271919e-38	7.19884483508765e-50	0	3.23075978961053e-33	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009112	40819	79	3682	20	9580	1288	2	false	0.00326468055286481	0.0156089836059894	3.6628400771215e-198	18	6.88254430289795	biological_process	cellular process	P04670,O04104	39		51
nucleobase-containing small molecule metabolic process	-0.283299546406751	-0.0126578455342964	1	0.0136663810941672	0.986333618905833	0.0136663810941672	1.35909841594918e-48	3.03184203546923e-56	0	7.01688604033363e-43	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0055086	40819	743	3682	196	14554	1727	3	false	4.87129837262162e-29	2.27861390982498e-27	0	16	4.17033609164708	biological_process	cellular process	P04670,O04104,Q42806,Q39839	5		5
nucleoside diphosphate metabolic process	-0.266852662103931	-0.0147212284631431	1	0.0265742468822142	0.973425753117786	0.0265742468822142	1.56603576071421e-45	1.67767261682345e-54	0	3.6744620927364e-40	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009132	40819	170	3682	68	640	178	1	false	3.74824551203943e-05	0.000297433321323665	3.58618916646029e-160	21	5.93346374820081	biological_process	cellular process	Q42806,Q39839	24		37
nucleoside diphosphate phosphorylation	-0.248649656694896	-0.0154808700437137	1	0.0772702879397152	0.922729712060285	0.0772702879397153	6.30070228793115e-42	2.58393950669002e-52	0	7.67341228374523e-37	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006165	40819	157	3682	68	192	71	2	false	4.09531661984228e-05	0.000317186287223079	3.41421027662367e-39	25	6.99254519811228	biological_process	cellular process	Q42806,Q39839	40		52
nucleoside monophosphate metabolic process	-0.275094122918156	-0.014566629692118	1	0.0191849942834801	0.98081500571652	0.0191849942834801	3.85610885496286e-47	1.84044443474011e-55	0	1.18881147694614e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009123	40819	405	3682	153	640	178	1	false	9.14880570570015e-15	2.1257519139715e-13	5.62985090116954e-182	21	5.53338948872752	biological_process	cellular process	Q42806	19		27
nucleoside phosphate biosynthetic process	-0.320698560206901	-0.0127832021870777	1	0.0173332676262425	0.982666732373757	0.0173332676262426	1.60773904276796e-55	3.97892678716501e-60	0	2.587387798413e-49	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1901293	40819	359	3682	97	6718	542	4	false	8.72381002932141e-29	4.02768112392696e-27	0	31	5.38776929878399	biological_process	cellular process	Q39839	16		22
nucleoside phosphate metabolic process	-0.293862217760982	-0.013846087897701	1	0.0127763110888237	0.987223688911176	0.0127763110888237	1.09673818351895e-50	1.67848715205084e-57	0	6.6366479850725e-45	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006753	40819	640	3682	178	4684	480	3	false	1.54612006878914e-43	1.12172588664192e-41	0	20	4.43118007387856	biological_process	cellular process	Q42806,Q39839	6		7
nucleoside triphosphate biosynthetic process	-0.291336006007948	-0.0140651777528616	1	0.0131947589556558	0.986805241044344	0.0131947589556559	3.16538984944265e-50	3.01868008315567e-57	0	1.71874246861447e-44	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009142	40819	173	3682	67	525	163	2	false	0.00542822516969037	0.0241216755978116	8.18289240937794e-144	33	7.14282740116162	biological_process	cellular process	Q39839	41		55
nucleoside triphosphate metabolic process	-0.272078310930387	-0.0147280960689884	1	0.0215365327562851	0.978463467243715	0.0215365327562852	1.46316896886339e-46	4.0219205230772e-55	0	4.02466175907821e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0009141	40819	341	3682	133	640	178	1	false	5.92595574239736e-12	1.12656538311351e-10	2.75504407572088e-191	21	5.74311001970959	biological_process	cellular process	Q42806,Q39839	20		33
nucleosome assembly	0.335859697164091	0.464023178146532	4	0	2.95287238116688e-149	1.79995507449219e-21	1.13187008673766e-55	1	0	8.24917542424055e-66	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006334	40819	83	3682	30	300	53	3	false	8.02158243862072e-07	8.69412364917581e-06	2.80316005105692e-76	19	8.80783516475053	biological_process	cellular component organization or biogenesis	Q00423,P0CG89,Q10370	23		28
nucleosome organization	0.320916749168898	0.452254620149335	4	0	5.20309880006451e-142	1.25567359892871e-20	1.35662886731903e-51	1	0	1.69646238343485e-60	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0034728	40819	111	3682	40	693	95	2	false	2.46646528858171e-11	4.61488636889893e-10	9.37731339100912e-132	9	7.42154080363064	biological_process	cellular component organization or biogenesis	Q00423,P0CG89,Q10370	19		24
nucleosome positioning	0.32668198487003	0.427461889179766	4	0	3.25774975560693e-138	1.37739231666681e-19	3.3176009920963e-48	1	0	8.98128772196695e-58	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0016584	40819	28	3682	18	111	40	2	false	0.000435253097621596	0.00268632771188329	6.8234636888549e-27	16	10.7537453138058	biological_process	cellular component organization or biogenesis	Q00423,Q10370	26		31
nucleotide phosphorylation	-0.251367101083757	-0.0151941555551937	1	0.0633954977518678	0.936604502248132	0.0633954977518679	1.84156948786596e-42	1.23365708027989e-52	0	2.52774777548273e-37	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0046939	40819	192	3682	71	3676	405	2	false	1.10954567925027e-22	3.82954843663564e-21	0	23	6.76476126724157	biological_process	cellular process	Q42806,Q39839	37		49
organelle assembly	0.313280836289936	0.436608848474438	4	0	3.61076936954499e-136	9.91930719716109e-20	5.6439933995795e-48	1	0	2.40063339092924e-56	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0070925	40819	339	3682	96	4751	892	2	false	5.72173715090767e-06	5.32481035902533e-05	0	7	5.69749950845754	biological_process	cellular component organization or biogenesis	P50346,O22518	9		12
organic acid biosynthetic process	-0.245168665463963	-0.0197089181239439	1	0.137116456495275	0.862883543504725	0.137116456495275	1.91212618315341e-41	3.4446672320354e-52	0	1.2354536238766e-36	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0016053	40819	691	3682	122	8769	1109	4	false	4.76531489959804e-05	0.000365101173880841	0	15	4.70165614488143	biological_process	cellular process	P24099,O82560	9		11
organic acid metabolic process	-0.208492790376348	-0.026989655012635	2	0.0529063054206221	0.0529063054206222	0.947093694579378	5.82795525109627e-35	1.05223665571632e-48	0	5.72341230918162e-31	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006082	40819	1531	3682	339	21999	2303	4	false	8.933036287206e-44	6.61603000021194e-42	0	9	3.48831559055189	biological_process	cellular process	P04670,P37228,O04104,P24099,O82560,Q42806	2		17
organic substance biosynthetic process	-0.301406101923188	-0.116254311796875	2	3.16745413434516e-05	3.1674541343428e-05	0.999968325458657	2.5358790533651e-61	2.59909746859761e-68	0	1.90619128466502e-61	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1901576	40819	7996	3682	939	19375	1960	2	false	2.21347688281622e-10	3.91488075542868e-09	0	4	2.51679526574439	biological_process	biosynthetic process	Q00423,P24099,O82560,P50346,Q10370,Q39836,Q39839,O22518	2		6
organic substance catabolic process	-0.217031917396722	-0.126302292793017	2	1.61201052506499e-10	1.6120117629598e-10	0.999999999838799	7.66795493545737e-45	1.87738355765331e-61	0	3.3835485496197e-45	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1901575	40819	2378	3682	314	19460	1972	2	false	1.7993257656548e-07	2.17571533908259e-06	0	4	3.32600647327295	biological_process	catabolic process	P04670,O04104,Q42806	2		14
organic substance metabolic process	-0.264470456986403	-0.138852532750064	2	3.96433175176014e-09	3.96433183215774e-09	0.999999996035668	7.95854016719186e-56	1.67016717634946e-67	0	6.08363088298809e-57	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0071704	40819	19176	3682	1940	22147	2186	1	false	0.000815460415033375	0.00463833884070984	0	2	1.51773719508108	biological_process	organic substance metabolic process	Q00423,P04670,P37228,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39836,Q39839,O22518	1	organic substance metabolic process	1
organic substance transport	0.453376429090998	-0.422462594053357	5	0.00690598364550421	0	1.13024628533929e-79	1.21386747137749e-25	1.04732888029542e-166	0.993094016354496	0.00690598364550431	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0071702	40819	2175	3682	404	4864	742	1	false	4.88027188547176e-09	7.38270917142643e-08	0	4	2.94582868487944	biological_process	establishment of localization	Q43463	3		3
organonitrogen compound biosynthetic process	-0.331131123616576	-0.108911328236348	2	0.00034971292313235	0.000349712923132407	0.999650287076868	5.20469713727398e-67	1.54229501401054e-70	0	8.98426288571524e-67	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1901566	40819	2542	3682	653	14596	1542	2	false	2.10742720939176e-133	8.32433747709745e-131	0	7	3.44922936734569	biological_process	nitrogen compound metabolic process	P24099,O82560,P50346,Q39836,Q39839,O22518	3		16
organonitrogen compound metabolic process	-0.312313347750795	-0.124280688964623	2	7.63418175964148e-06	7.63418175974249e-06	0.99999236581824	1.1944285691546e-64	1.87663615383529e-70	0	3.02814374575352e-65	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:1901564	40819	9532	3682	1283	19204	1941	2	false	8.86925818736928e-54	9.85319151753056e-52	0	4	2.27383870717562	biological_process	nitrogen compound metabolic process	P04670,O04104,P24099,O82560,P50346,Q42806,Q39836,Q39839,O22518	1	organonitrogen compound metabolic process	4
organophosphate biosynthetic process	-0.263617663996816	-0.00543945670350299	1	0.01670800196657	0.98329199803343	0.01670800196657	2.67478628225984e-44	2.23522708370647e-53	0	1.94737389148478e-38	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0090407	40819	578	3682	117	8424	1027	2	false	7.38726682261479e-09	1.08072977590105e-07	0	9	4.8057103246252	biological_process	cellular process	Q39839	10		13
organophosphate metabolic process	-0.220236709794274	-0.00962464106299623	1	0.39433153126824	0.60566846873176	0.39433153126824	6.47310247083472e-36	3.01030134406963e-48	0	6.52203467354022e-31	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0019637	40819	1044	3682	205	19423	1959	2	false	1.10133785146988e-21	3.65911781493031e-20	0	6	3.92179174823999	biological_process	cellular process	Q42806,Q39839	4		4
oxidation-reduction process	-0.188621062615717	-0.136982536941654	2	1.97619698383278e-14	1.98995591998182e-14	0.99999999999998	3.21095882688198e-40	2.29702327529364e-60	0	7.33104280301452e-41	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0055114	40819	3513	3682	483	6892	893	1	false	0.0249396119449899	0.0876956681151722	0	4	2.87369711283427	biological_process	single-organism process	Q42806	5		9
oxidoreduction coenzyme metabolic process	-0.0749035472533564	0.00466820138037091	2	1.26567867297922e-10	5.17801872710711e-13	0.999999999873432	6.57014270720405e-14	2.77600692734002e-34	0	1.25984411012912e-10	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0006733	40819	277	3682	83	522	133	1	false	0.00799894204336465	0.0336523538037412	5.55738882980597e-156	6	6.09978496364832	biological_process	cellular process	Q42806	28		44
peptide biosynthetic process	-0.277790541606373	0.00924426773870394	1	0.00583541879420213	0.994164581205798	0.00583541879420211	7.24989961439854e-46	1.00212549749963e-53	0	6.66485627018623e-39	proteomics	identified	Benjamini-Hochberg	0.1	GO	GO:0043043	40819	1194	3682	415	2683	670	3	false	8.64813562192626e-26	3.57489792278464e-24	0	16	4.74739215420411	biological_process	nitrogen compound metabolic process	P50346,Q39836,O22518	7		12
