"group"	"set"	"method"	"cutoff"	"ontology"	"ID"	"Pop.total"	"Pop.term"	"Study.total"	"Study.term"	"Pop.family"	"Study.family"	"nparents"	"is.trivial"	"p"	"p.adjusted"	"p.min"	"depth"	"ic"	"partition"	"level3"	"name"	"loci"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009161"	40819	362	3682	150	405	153	1	"false"	1.58876787383173e-06	1.63239011314214e-05	4.62024400425277e-59	22	5.81210289119654	"biological_process"	"cellular process"	"ribonucleoside monophosphate metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009199"	40819	317	3682	131	341	133	1	"false"	0.000645036516650731	0.00379653115346581	2.32528719116156e-37	22	6.05326494801343	"biological_process"	"cellular process"	"ribonucleoside triphosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009205"	40819	301	3682	131	326	131	2	"false"	1.35662355329871e-06	1.41017448303419e-05	5.89208422611475e-38	24	6.22114582065259	"biological_process"	"cellular process"	"purine ribonucleoside triphosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009259"	40819	445	3682	150	638	178	2	"false"	2.08049583332718e-07	2.46538756249271e-06	4.1785237722854e-169	24	5.28991350878024	"biological_process"	"cellular process"	"ribonucleotide metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009414"	40819	52	3682	14	2322	197	2	"false"	6.18124519739043e-05	0.000466546213943163	1.35417656193562e-107	9	8.26883866401784	"biological_process"	"response to stress"	"response to water deprivation"	"P0CG89"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009415"	40819	53	3682	14	1082	119	4	"false"	0.00102242001867977	0.00566153141184827	2.39415387343922e-91	7	7.66270286044753	"biological_process"	"response to chemical"	"response to water"	"P0CG89"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009877"	40819	29	3682	19	41	21	1	"false"	0.00537457205435179	0.0239131459990246	1.2660383446654e-10	4	10.0605981332459	"biological_process"	"interspecies interaction between organisms"	"nodulation"	"P08960,P08995,P04670,P16313,P04145,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009890"	40819	363	3682	65	8648	991	3	"false"	0.000139435998407125	0.000970048873458569	0	9	4.4584793123662	"biological_process"	"regulation of biological process"	"negative regulation of biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009892"	40819	755	3682	92	22228	2191	3	"false"	0.0190883309966089	0.0698138031820416	0	6	3.64386585073357	"biological_process"	"regulation of biological process"	"negative regulation of metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0009987"	40819	22141	3682	2462	29947	3141	1	"false"	5.80091048499981e-10	9.91453691066073e-09	0	1	0.832663452868766	"biological_process"	"NA"	"cellular process"	"Q00423,Q43463,P04670,Q948P5,Q948P6,P16313,P37228,P0CG89,O04104,P24099,O82560,P50346,Q42806,Q10370,Q39821,Q39828,Q39817,Q39836,Q39839,P19976,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010035"	40819	179	3682	41	1685	163	1	"false"	1.67936846549265e-08	2.27868507436121e-07	5.56664620930139e-247	3	5.38310728567818	"biological_process"	"response to chemical"	"response to inorganic substance"	"P0CG89"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010467"	40819	6506	3682	755	14937	1309	1	"false"	4.77166646506767e-27	2.01943741468043e-25	0	4	3.31183858575422	"biological_process"	"organic substance metabolic process"	"gene expression"	"Q00423,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010558"	40819	346	3682	62	6459	655	4	"false"	3.97856443889365e-06	3.8916742840578e-05	0	17	4.93366238345348	"biological_process"	"regulation of biological process"	"negative regulation of macromolecule biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010605"	40819	711	3682	87	14956	1309	3	"false"	0.000795554063884379	0.00455425877151203	0	10	4.04200491874967	"biological_process"	"regulation of biological process"	"negative regulation of macromolecule metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010608"	40819	244	3682	39	4272	192	1	"false"	7.40456974740932e-13	1.50418545440229e-11	0	10	5.30270686024014	"biological_process"	"regulation of biological process"	"posttranscriptional regulation of gene expression"	"Q39836"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0010629"	40819	471	3682	78	6726	764	3	"false"	0.000284201557044032	0.00185382850512208	0	13	4.81620910872342	"biological_process"	"regulation of biological process"	"negative regulation of gene expression"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0012505"	40819	2343	3682	490	21376	2656	3	"false"	4.2441699135211e-35	2.64702176185395e-33	0	3	4.70873999976983	"cellular_component"	"cell part"	"endomembrane system"	"Q43463,Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0012506"	40819	139	3682	61	1673	392	2	"false"	1.99072549775313e-08	2.68513612110829e-07	3.00935916285802e-207	7	6.43625720026953	"cellular_component"	"organelle"	"vesicle membrane"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0015031"	40819	1213	3682	314	1338	333	2	"false"	0.0043588715736139	0.020020398506715	1.16188436125715e-179	11	4.51542068876634	"biological_process"	"establishment of localization"	"protein transport"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0015669"	40819	7	3682	4	2104	351	1	"false"	0.0175135444719941	0.06478735754208	2.78900663216633e-20	7	8.96198584457779	"biological_process"	"establishment of localization"	"gas transport"	"P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0015833"	40819	1331	3682	333	2175	404	2	"false"	3.13773864054941e-24	1.17417482812139e-22	0	7	4.25095526789022	"biological_process"	"establishment of localization"	"peptide transport"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0015980"	40819	240	3682	89	10471	1564	3	"false"	1.07911219267611e-17	3.09374503626095e-16	0	9	5.78393201422984	"biological_process"	"cellular process"	"energy derivation by oxidation of organic compounds"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016043"	40819	5315	3682	913	22195	2471	2	"false"	1.26216920686441e-53	1.35970046375848e-51	0	3	2.5892350450588	"biological_process"	"cellular component organization or biogenesis"	"cellular component organization"	"Q00423,P0CG89,P50346,Q10370,Q39821,Q39828,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016052"	40819	478	3682	82	3672	449	2	"false"	0.000446075366531174	0.00274359503117357	0	7	5.01074212599636	"biological_process"	"primary metabolic process"	"carbohydrate catabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016053"	40819	691	3682	122	8769	1109	4	"false"	4.76531489959804e-05	0.000365101173880841	0	15	4.70165614488143	"biological_process"	"cellular process"	"organic acid biosynthetic process"	"P24099,O82560"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016458"	40819	166	3682	46	8661	1433	2	"false"	0.000178946358937591	0.00122102553939182	0	17	5.98306068934018	"biological_process"	"regulation of biological process"	"gene silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016491"	40819	3112	3682	423	18624	1963	2	"false"	2.19391405202668e-09	3.45104621900657e-08	0	7	2.97344222589747	"molecular_function"	"biological_process"	"oxidoreductase activity"	"P04670,Q948P5,Q948P6,P37228,O04104,Q42806,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016584"	40819	28	3682	18	111	40	2	"false"	0.000435253097621596	0.00268632771188329	6.8234636888549e-27	16	10.7537453138058	"biological_process"	"cellular component organization or biogenesis"	"nucleosome positioning"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016615"	40819	31	3682	11	411	64	1	"false"	0.00370242240461502	0.0174915101172926	2.45418163561204e-47	9	8.26883866401784	"molecular_function"	"biological_process"	"malate dehydrogenase activity"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016663"	40819	4	3682	4	13	4	1	"false"	0.0013986013986014	0.00745431480064163	0.0013986013986014	9	8.67430377212601	"molecular_function"	"biological_process"	"oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor"	"P04670,O04104"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016774"	40819	157	3682	65	3692	322	1	"false"	3.18846408356175e-30	1.59647743902282e-28	2.9546424502431e-281	4	7.98115659156606	"molecular_function"	"transferase activity"	"phosphotransferase activity, carboxyl group as acceptor"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016787"	40819	6779	3682	805	18361	1937	1	"false"	4.95559880286964e-06	4.71046891556192e-05	0	2	3.17867361429828	"molecular_function"	"NA"	"hydrolase activity"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016817"	40819	2196	3682	497	6779	805	1	"false"	1.23096946895657e-74	2.08385545816219e-72	0	3	4.75729322518682	"molecular_function"	"hydrolase activity"	"hydrolase activity, acting on acid anhydrides"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016829"	40819	727	3682	125	18361	1937	1	"false"	1.99402513635046e-08	2.68513612110829e-07	0	2	4.28604658770149	"molecular_function"	"NA"	"lyase activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016835"	40819	411	3682	89	727	125	1	"false"	0.000164791496017425	0.00113533676035261	2.39789514802756e-215	3	5.06676995746603	"molecular_function"	"lyase activity"	"carbon-oxygen lyase activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016836"	40819	270	3682	80	411	89	1	"false"	6.07705501630615e-09	9.15420787413914e-08	3.99839354549519e-114	4	5.62978133440259	"molecular_function"	"lyase activity"	"hydro-lyase activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016853"	40819	613	3682	142	18361	1937	1	"false"	3.99826154182778e-20	1.25786015762812e-18	0	2	5.15532335480747	"molecular_function"	"NA"	"isomerase activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016866"	40819	245	3682	76	613	142	1	"false"	0.000137635236417523	0.000963175719417899	2.22572105973643e-178	3	6.54905269441488	"molecular_function"	"isomerase activity"	"intramolecular transferase activity"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016868"	40819	177	3682	65	245	76	1	"false"	0.00110874878775217	0.00607581103831714	2.52069611959552e-62	4	8.11468798419059	"molecular_function"	"isomerase activity"	"intramolecular transferase activity, phosphotransferases"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016874"	40819	431	3682	85	18361	1937	1	"false"	8.27674357893588e-09	1.17695293692468e-07	0	2	5.03671761239962	"molecular_function"	"NA"	"ligase activity"	"O82560"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016880"	40819	14	3682	9	132	22	1	"false"	2.36540396789997e-05	0.000194653034858435	3.65204069977654e-19	4	7.86337355590968	"molecular_function"	"ligase activity"	"acid-ammonia (or amide) ligase activity"	"P24099,O82560"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0016903"	40819	275	3682	89	3112	423	1	"false"	2.20389766061255e-17	6.1209813933419e-16	0	8	5.67234094882138	"molecular_function"	"biological_process"	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0017111"	40819	2088	3682	485	2180	494	1	"false"	0.000938647600470043	0.0052220535519108	6.34762380385225e-165	6	5.06676995746603	"molecular_function"	"hydrolase activity"	"nucleoside-triphosphatase activity"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019001"	40819	576	3682	217	5645	866	1	"false"	1.15043304095382e-44	8.70167970338472e-43	0	8	7.14282740116162	"molecular_function"	"small molecule binding"	"guanyl nucleotide binding"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019362"	40819	244	3682	81	674	180	3	"false"	0.00290595268263446	0.0141710038227236	7.8189994378313e-191	27	6.25393564347558	"biological_process"	"cellular process"	"pyridine nucleotide metabolic process"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019538"	40819	7791	3682	944	18768	1892	3	"false"	5.38854895875691e-15	1.28565715089804e-13	0	7	2.83293563451724	"biological_process"	"organic substance metabolic process"	"protein metabolic process"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019628"	40819	5	3682	4	379	67	3	"false"	0.00392047885668444	0.018314007238907	1.57575891687193e-11	29	10.7537453138058	"biological_process"	"single-organism process"	"urate catabolic process"	"P04670,O04104"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019637"	40819	1044	3682	205	19423	1959	2	"false"	1.10133785146988e-21	3.65911781493031e-20	0	6	3.92179174823999	"biological_process"	"cellular process"	"organophosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019693"	40819	506	3682	162	5066	524	3	"false"	8.53258509591557e-47	7.05426511999532e-45	0	9	5.23629241734114	"biological_process"	"cellular process"	"ribose phosphate metabolic process"	"Q42806,Q39839"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019725"	40819	531	3682	104	23819	2884	3	"false"	4.12848065099792e-07	4.73443506912826e-06	0	9	5.44547761640464	"biological_process"	"regulation of biological quality"	"cellular homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019752"	40819	1481	3682	335	1512	335	1	"false"	0.000388468326659288	0.0024485902504854	3.04359085564398e-65	11	3.55630995970925	"biological_process"	"cellular process"	"carboxylic acid metabolic process"	"P37228,P24099,O82560,Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0019825"	40819	10	3682	5	20298	2101	1	"false"	0.00190578004384549	0.00979053187264555	3.06332812325291e-37	2	10.0605981332459	"molecular_function"	"NA"	"oxygen binding"	"P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0020037"	40819	761	3682	79	816	79	1	"false"	0.00301187779426458	0.0146074018534933	5.87870854887457e-87	5	10.7537453138058	"molecular_function"	"organic cyclic compound binding"	"heme binding"	"P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022411"	40819	1314	3682	433	10574	1633	2	"false"	7.58689332955072e-66	1.07885623146211e-63	0	6	5.33321031453356	"biological_process"	"cellular component organization or biogenesis"	"cellular component disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022607"	40819	2336	3682	579	5774	975	2	"false"	3.12462959218965e-39	2.09586003778004e-37	0	5	3.86517285424048	"biological_process"	"cellular component organization or biogenesis"	"cellular component assembly"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022613"	40819	1676	3682	513	2949	656	1	"false"	3.76504899098528e-38	2.43359075690048e-36	0	3	5.54425916096442	"biological_process"	"cellular component biogenesis"	"ribonucleoprotein complex biogenesis"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022618"	40819	1324	3682	457	2267	584	3	"false"	2.91627950248707e-31	1.59498055866793e-29	0	11	6.61061058741431	"biological_process"	"cellular component organization or biogenesis"	"ribonucleoprotein complex assembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022625"	40819	228	3682	151	564	313	3	"false"	1.58857855431452e-05	0.000133193319825191	1.59778151792944e-164	22	10.7537453138058	"cellular_component"	"cell part"	"cytosolic large ribosomal subunit"	"P50346"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022626"	40819	415	3682	273	810	378	2	"false"	9.76062409914378e-30	4.81930814895224e-28	6.68731510680422e-243	17	9.65513302513773	"cellular_component"	"cell part"	"cytosolic ribosome"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022627"	40819	180	3682	121	556	318	3	"false"	0.000602928233529503	0.00357831363972852	2.51253099692334e-151	22	10.7537453138058	"cellular_component"	"cell part"	"cytosolic small ribosomal subunit"	"Q39836"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022890"	40819	560	3682	108	869	145	1	"false"	0.00326669023990327	0.0156089836059894	8.37669947463913e-245	16	4.89867339160342	"molecular_function"	"localization"	"inorganic cation transmembrane transporter activity"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022891"	40819	1599	3682	218	2552	319	2	"false"	0.0139800686152713	0.0542567073442025	0	9	3.79815270540955	"molecular_function"	"localization"	"substrate-specific transmembrane transporter activity"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0022892"	40819	1743	3682	246	2557	319	1	"false"	0.00011241610541705	0.000805724303946802	0	6	3.73176889073369	"molecular_function"	"localization"	"substrate-specific transporter activity"	"P16313,P02236,P02235"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030003"	40819	232	3682	53	401	58	2	"false"	1.95319373078787e-09	3.08604609464483e-08	6.9128500954575e-118	15	5.75653304004173	"biological_process"	"regulation of biological quality"	"cellular cation homeostasis"	"Q948P5,Q948P6,P16313,P19976"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030060"	40819	15	3682	11	367	59	2	"false"	6.42507000816714e-07	7.13785121219818e-06	5.92149416074617e-27	11	10.7537453138058	"molecular_function"	"biological_process"	"L-malate dehydrogenase activity"	"P37228"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030529"	40819	1279	3682	484	18058	2403	2	"false"	1.49152027855698e-118	4.07873430020773e-116	0	7	5.89393290944417	"cellular_component"	"cell part"	"intracellular ribonucleoprotein complex"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030659"	40819	139	3682	61	234	63	2	"false"	8.32657503511352e-15	1.94743251643609e-13	4.38154196375821e-68	19	6.46328587265745	"cellular_component"	"organelle"	"cytoplasmic vesicle membrane"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030666"	40819	12	3682	7	989	187	4	"false"	0.00261463204836854	0.0129097457388197	5.84893366748042e-28	23	8.4511602208118	"cellular_component"	"organelle"	"endocytic vesicle membrane"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0030968"	40819	39	3682	12	2451	264	3	"false"	0.000514017900425086	0.00312364724104476	1.80795323272644e-86	23	7.6182510978767	"biological_process"	"biological regulation"	"endoplasmic reticulum unfolded protein response"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031090"	40819	1313	3682	320	25483	2596	3	"false"	1.05612466579828e-52	1.10427152556261e-50	0	5	4.87321232740514	"cellular_component"	"organelle"	"organelle membrane"	"P08960,P08995,Q43463,P0CG89,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031324"	40819	579	3682	75	18128	1864	4	"false"	0.0211762817392022	0.076505773966325	0	12	3.84299452584391	"biological_process"	"regulation of biological process"	"negative regulation of cellular metabolic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031327"	40819	359	3682	65	8103	926	4	"false"	8.96025510294174e-05	0.000652739895306514	0	18	4.53913721538365	"biological_process"	"regulation of biological process"	"negative regulation of cellular biosynthetic process"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031410"	40819	563	3682	139	8160	1634	2	"false"	0.00294648852426284	0.0143293662158063	0	12	5.07016554646716	"cellular_component"	"cell part"	"cytoplasmic vesicle"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031420"	40819	32	3682	18	4762	442	1	"false"	2.59865528996606e-11	4.83676416535568e-10	5.97374271849757e-83	5	9.36745095268595	"molecular_function"	"ion binding"	"alkali metal ion binding"	"Q42806"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031490"	40819	75	3682	15	4440	125	2	"false"	1.30252554088958e-09	2.08580103507318e-08	1.29973267892214e-164	7	9.65513302513773	"molecular_function"	"organic cyclic compound binding"	"chromatin DNA binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031491"	40819	56	3682	24	616	80	2	"false"	3.41978445901154e-09	5.21773980763349e-08	5.69174831322315e-81	4	9.36745095268595	"molecular_function"	"chromatin binding"	"nucleosome binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031492"	40819	24	3682	14	107	25	2	"false"	2.10977973108321e-05	0.000174831397296056	1.99588562392541e-24	10	10.7537453138058	"molecular_function"	"organic cyclic compound binding"	"nucleosomal DNA binding"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031497"	40819	89	3682	34	2364	584	3	"false"	0.00276810192792767	0.0135919922013576	4.9162356306635e-164	12	7.3197581093207	"biological_process"	"cellular component organization or biogenesis"	"chromatin assembly"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031935"	40819	40	3682	14	3661	117	4	"false"	6.12221614232635e-12	1.15768502053033e-10	2.88748527757707e-95	80	7.70922287608242	"biological_process"	"regulation of biological process"	"regulation of chromatin silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031936"	40819	32	3682	14	951	78	7	"false"	2.83935713010154e-08	3.78049235861835e-07	2.22560119937259e-60	102	8.80783516475053	"biological_process"	"regulation of biological process"	"negative regulation of chromatin silencing"	"Q00423,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031974"	40819	1899	3682	251	29559	3104	1	"false"	6.24139179276e-05	0.000470087877611479	0	1	4.80310276121812	"cellular_component"	"NA"	"membrane-enclosed lumen"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031982"	40819	587	3682	139	13848	1563	1	"false"	3.04248701056626e-18	8.93887712608516e-17	0	3	5.01717301632665	"cellular_component"	"membrane-bounded organelle"	"vesicle"	"P08960,P08995,P04145"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0031984"	40819	1279	3682	234	14711	1886	2	"false"	3.0498908727251e-09	4.6734319191973e-08	0	10	5.74311001970959	"cellular_component"	"organelle part"	"organelle subcompartment"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0032561"	40819	573	3682	217	5632	861	2	"false"	2.12643562301317e-45	1.6798841421804e-43	0	12	7.28800941100612	"molecular_function"	"small molecule binding"	"guanyl ribonucleotide binding"	"Q43463,Q39821,Q39828"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0032984"	40819	1257	3682	422	2204	574	2	"false"	2.69234026580069e-21	8.780981325616e-20	0	8	6.00015512269948	"biological_process"	"cellular component organization or biogenesis"	"macromolecular complex disassembly"	"P50346,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0032991"	40819	5141	3682	1139	29559	3104	1	"false"	8.24018896742941e-166	9.76462392640385e-163	0	1	3.11122117957294	"cellular_component"	"NA"	"macromolecular complex"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0032993"	40819	227	3682	63	5141	1139	1	"false"	0.0250393124607309	0.0878325101442259	0	2	6.76476126724157	"cellular_component"	"NA"	"protein-DNA complex"	"Q00423,P0CG89,Q10370"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0033036"	40819	1618	3682	371	5087	774	1	"false"	1.65546373943065e-24	6.39692781921302e-23	0	2	3.53410327367511	"biological_process"	"NA"	"macromolecule localization"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034220"	40819	1477	3682	233	3274	399	2	"false"	9.34053521138037e-09	1.3073071919865e-07	0	6	3.65619646319105	"biological_process"	"establishment of localization"	"ion transmembrane transport"	"P16313"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034248"	40819	201	3682	40	6155	642	3	"false"	3.58141829785121e-05	0.000285469552665046	0	13	5.1664966554056	"biological_process"	"regulation of biological process"	"regulation of cellular amide metabolic process"	"Q39836"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034613"	40819	1133	3682	319	1374	345	2	"false"	1.30202801608953e-09	2.08580103507318e-08	2.90536159445558e-276	6	4.29697565823368	"biological_process"	"macromolecule localization"	"cellular protein localization"	"Q43463"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034620"	40819	70	3682	33	124	47	2	"false"	0.0124152303495475	0.0492590891658943	1.83593462482775e-36	13	7.49564877578436	"biological_process"	"response to stress"	"cellular response to unfolded protein"	"Q39817"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034622"	40819	1908	3682	528	2095	556	1	"false"	5.91058466877836e-05	0.000447066563776746	6.49048310881446e-273	8	4.91310365643245	"biological_process"	"cellular component organization or biogenesis"	"cellular macromolecular complex assembly"	"Q00423,P0CG89,P50346,Q10370,Q39836,O22518"
"proteomics"	"identified"	"Benjamini-Hochberg"	0.1	"GO"	"GO:0034641"	40819	9279	3682	1025	18734	1923	2	"false"	0.000261278099857232	0.00172327206863165	0	5	2.42819700664445	"biological_process"	"nitrogen compound metabolic process"	"cellular nitrogen compound metabolic process"	"Q00423,P04670,O04104,P50346,Q42806,Q10370,Q39836,Q39839,O22518"
